Crashid,Municipality,Road,Miles,Dir,FromRoad,ToRoad,Date,Time,Crash  Tye,Severity,
103989388,Cary,NOEL ANN CT,0,,NOTTINGHAM DR,SR 1315,1/26/2014,11:12 AM,"Sideswipe, opposite direction",Property Damage Only,
103989395,Cary,SR 1497,0,,5 CONVENTION DR,SR 1415,1/26/2014,10:59 AM,"Left turn, same roadway",Property Damage Only,
104000487,Cary,WESTON PKWY,0,NE,SHELDON DR,CASCADE POINTE LN,1/27/2014,1:34 PM,Ran off road - left,B-Injury (Evident),
104000468,Cary,NC 55,0.019,N,CARPENTER FIRE STATION,MCCRIMMON PKWY,1/27/2014,6:00 PM,"Rear end, slow or stop",Property Damage Only,
104000475,Cary,MAYNARD RD,0.014,S,E CHATHAM ST,REED ST,1/27/2014,3:11 PM,"Sideswipe, same direction",Property Damage Only,
103999419,Cary,HIGH HOUSE RD,1,E,ARLINGTON RIDGE,SUMMER LAKES DR,1/27/2014,1:32 PM,"Rear end, slow or stop",Property Damage Only,
104000471,Cary,WALNUT ST,0.019,S,MAYNARD,CARY TOWNE CENTER,1/27/2014,6:30 AM,Ran off road - right,Unknown,
104003533,Cary,411 COLONADES WAY,0.023,S,TRYON RD,COLONADES WAY,1/27/2014,5:05 PM,Angle,Unknown,
104000494,Cary,SR 1011,0,,SR 1415,CHAPLE HILL RD,1/28/2014,6:43 PM,"Right turn, different roadways",C-Injury (Possible),
104000490,Cary,HIGH HOUSE RD,0.004,E,NC 55,SIR WALKER LN,1/28/2014,10:15 AM,"Rear end, slow or stop",C-Injury (Possible),
104000477,Cary,US 1,1,N,SR 3977,SR 1313,1/28/2014,9:17 PM,Ran off road - left,Property Damage Only,
104000478,Cary,US 1,5,S,SR 1313,SR 3977,1/28/2014,10:55 PM,Ran off road - right,Property Damage Only,
104003610,Cary,SR 1415,0,S,5 ELLYNN RD,6 END,1/28/2014,8:17 PM,Ran off road - left,Property Damage Only,
104000488,Cary,WEST LAKE RD,1,N,LANGSTON CIR,FLORESTA DR,1/28/2014,6:43 PM,Ran off road - right,Property Damage Only,
104000485,Cary,SW CARY PKWY-SR 3112,0,,CENTER POINTE DR,LAURA DUNCAN DR,1/28/2014,4:09 PM,"Left turn, same roadway",Property Damage Only,
104000496,Cary,TEN TEN RD,0.095,E,MERRIMAC DR,LYNNHAVEN DR,1/28/2014,9:45 AM,Animal,Property Damage Only,
104000481,Cary,SR 1300,0.015,N,SW MAYNARD RD,MEDCON CT,1/28/2014,1:17 PM,Parked motor vehicle,Property Damage Only,
104000483,Cary,SE MAYNARD RD,0.015,SE,W CHATHAM ST,MEDLIN DR,1/28/2014,4:11 PM,"Sideswipe, same direction",Property Damage Only,
104000502,Cary,NE MAYNARD RD,0.057,N,CHAPEL HILL RD,REEDY CREEK RD,1/28/2014,7:51 PM,"Rear end, slow or stop",Property Damage Only,
104000479,Cary,DAVIS DR,0.005,N,WALDO ROOD BVD,YORKHILL DR,1/28/2014,11:53 AM,"Sideswipe, same direction",Property Damage Only,
104000505,Cary,SE MAYNARD RD SR 1415,0.095,NE,JIM VALVANO DR,,1/28/2014,12:27 PM,"Rear end, slow or stop",Property Damage Only,
104000512,Cary,WESTON PKY,0,N,LAUREL COMMONS WAY,,1/28/2014,8:09 AM,"Rear end, slow or stop",Property Damage Only,
104000504,Cary,SR 4067,0.002,NW,SR 4067,ANGELICA CIR,1/29/2014,12:26 PM,"Rear end, slow or stop",Property Damage Only,
104000495,Cary,PINEY PLAINS RD,0,,TRYON RD,BOURNE WOOD DR,1/29/2014,10:28 AM,"Rear end, slow or stop",Property Damage Only,
104000493,Cary,SR 3977,0.076,NW,TARBERT DR,DUNDALK WAY,1/29/2014,1:01 PM,Ran off road - right,Property Damage Only,
104000497,Cary,SR 1415,0.2,N,SR 1313,SR 1497,1/30/2014,2:43 PM,"Right turn, different roadways",Property Damage Only,
104000499,Cary,CASTLEWOOD DR,0.13,W,1300 KILDAIRE FARM,AMESBURY LANE,1/30/2014,8:50 AM,Ran off road - right,Property Damage Only,
104000540,Cary,CARY PKWY,0,N,CAMDEN BRANCH DR,DANTON DR,1/30/2014,9:52 AM,"Rear end, slow or stop",Property Damage Only,
104000507,Cary,SE MAYNARD RD,0,,CARY TOWNE BLVD,VILLAGE GREENWAY,1/31/2014,5:01 PM,"Left turn, same roadway",C-Injury (Possible),
103971922,Cary,US 1,0.1,S,US 64,SR 1010,1/31/2014,12:03 AM,Fixed object,Property Damage Only,
104000521,Cary,SR 1300,0,N,HIGH MEADOW DR,BRADY CT,1/31/2014,12:17 PM,"Left turn, same roadway",Property Damage Only,
104000510,Cary,DAVIS DR (SR 1613),0,,AIRPORT BVD,CHESSWAY DR,1/31/2014,2:44 PM,Ran off road - right,Property Damage Only,
104000509,Cary,SR 1652,0.002,N,HARRISON POINTE DR,E DYNASTY DR,1/31/2014,7:02 PM,"Sideswipe, same direction",Property Damage Only,
104000518,Cary,US 1,0,,US 64,EDINBURGH SOUTH DR,1/31/2014,9:15 AM,"Rear end, slow or stop",Property Damage Only,
104000513,Cary,OPTIMIST FARM RD,0,,COVINGTION HILL WAY,NEWBERRY GROVE DRIVE,1/31/2014,6:30 PM,Animal,Property Damage Only,
104001184,Cary,TRYON RD,0.09,NE,SE CARY PKW,WELLINGBOROUGH DR,1/31/2014,8:59 PM,"Rear end, slow or stop",Property Damage Only,
104000506,Cary,WICKLOW DR,0,E,WICKLOW DR,END,1/31/2014,5:14 PM,Ran off road - right,Unknown,
103997446,Cary,TRYON RD,0,,ASHVILLE AVE,CRESENT GREEN,2/1/2014,5:55 PM,"Left turn, different roadways",B-Injury (Evident),
104003003,Cary,SR 1300,0.009,N,HIGH MEADOW DR,SHANNON OAK CIRCLE,2/1/2014,12:46 PM,"Rear end, slow or stop",C-Injury (Possible),
104005400,Cary,SR 1315,0.008,SW,NOTTINGHAM DR,SR 1313,2/1/2014,7:24 PM,"Rear end, slow or stop",Property Damage Only,
103995003,Cary,CHAPEL HILL RD,0,,FAIRBAINKS RD,BALAJI PL,2/1/2014,8:00 PM,"Rear end, slow or stop",Property Damage Only,
103997444,Cary,FOLIAGE CIR,0.019,E,PINEY PLAINS RD SR #14,CARY PKWY,2/1/2014,4:15 PM,Parked motor vehicle,Property Damage Only,
104005404,Cary,CHAPEL HILL RD,0,,SORRELL ST,JOHNSON ST,2/1/2014,8:59 PM,"Rear end, slow or stop",Property Damage Only,
103997445,Cary,TRYON RD,0,,ASHVILLE AVE,KILDAIRE FARM RD SR,2/1/2014,6:01 PM,"Rear end, slow or stop",Property Damage Only,
104092926,Cary,WESTON PKWY,0.012,E,WINSTEAD DR,OLD REEDY CREEK RD,2/1/2014,9:20 AM,Ran off road - right,Property Damage Only,
104005406,Cary,CROSSROADS BLVD,0.028,E,CAITBOO AVE,ROYAL BIRKDALE DR,2/1/2014,1:58 PM,Angle,Property Damage Only,
103995012,Cary,NC 55,0,,MCCRIMMON PKY,PETTY FARM RD,2/2/2014,10:00 AM,"Left turn, different roadways",C-Injury (Possible),
103995936,Cary,CHAPEL HILL RD,0.047,W,N ACADEMY ST,N HARRISON AVE,2/2/2014,3:09 PM,"Sideswipe, same direction",Property Damage Only,
104005458,Cary,US 1,0.25,S,SR 3977,US 64,2/3/2014,10:29 AM,Ran off road - right,B-Injury (Evident),
104004902,Cary,US 1,0.18,N,SR 1313,I 40,2/3/2014,7:36 AM,"Rear end, slow or stop",Property Damage Only,
103995069,Cary,N HARRISON AVE,0,,SAS CAMPUS DR,I 40,2/3/2014,10:17 AM,Angle,Property Damage Only,
103995004,Cary,SR 1652,0.038,S,SR 1415,ASHLEY DR,2/3/2014,1:49 PM,Angle,Property Damage Only,
104003690,Cary,KILDAIRE FARM RD,0,,SE CARY PKWY,CASTEWOOD DR,2/3/2014,2:21 PM,Angle,Property Damage Only,
103995072,Cary,CASTLEWOOD DR,0.024,,CASTLEWOOD CT,CASTLEWOOD CT,2/3/2014,4:45 PM,Angle,Property Damage Only,
103995010,Cary,US 64,0.15,W,US 1,EDINBURGH DR,2/3/2014,7:10 AM,"Sideswipe, same direction",Property Damage Only,
104005454,Cary,MAYBARD RD,0.028,N,CHAPEL HILL,EVANS RD,2/3/2014,7:55 AM,"Rear end, slow or stop",Property Damage Only,
104005843,Cary,NC 55,0.047,S,COMMONS HILL DR,GLENDON WAY,2/3/2014,11:47 AM,Other non-collision,Property Damage Only,
103995005,Cary,SW CARY PKWY,0.2,N,LONSOME PINE DR,HIGH HOUSE RD,2/3/2014,12:34 PM,"Rear end, slow or stop",Property Damage Only,
104003006,Cary,CARY PKWY,0,,KING GEORGE LOOP,LAKE PINE DR,2/4/2014,5:15 PM,"Rear end, slow or stop",C-Injury (Possible),
103995088,Cary,WALNUT ST,0,,CROSSROADS MANOR CT,MACEDONIA LAKE DR,2/4/2014,5:47 PM,"Left turn, same roadway",C-Injury (Possible),
104005413,Cary,COLONADES WAY,0.002,SE,411 COLONADES WAY,NEW WAVERLY PLACE,2/4/2014,7:01 PM,Pedestrian,C-Injury (Possible),
103995089,Cary,US 1,0.25,SW,US 1,US 64,2/4/2014,4:18 PM,"Rear end, slow or stop",Property Damage Only,
104005411,Cary,WALNUT ST,25,S,MEETING ST,DILLARD DR,2/4/2014,3:11 PM,"Rear end, slow or stop",Property Damage Only,
104005414,Cary,DAVIS DR,0.17,SE,AIRPORT BLVD,HOLLY CREEK RD,2/4/2014,6:43 PM,"Rear end, slow or stop",Property Damage Only,
104005409,Cary,WHITE OAK CHURCH R,0,W,OLD WHITE OAK CHURCH R,PINE RAIL LN,2/4/2014,5:34 PM,Ran off road - right,Property Damage Only,
104003691,Cary,SR 1415,0,,CARY TOWNE BLVD,PRINCIPAL LN,2/4/2014,5:04 PM,"Left turn, same roadway",Property Damage Only,
104005412,Cary,N HARRISON AVE,0.019,S,ASHLEY DR,QUEEN ELIZABETH DR,2/4/2014,6:30 PM,"Sideswipe, same direction",Property Damage Only,
103995092,Cary,E CHATHAM ST,0.019,E,S WALKER ST,TEMPLETON ST,2/4/2014,10:00 PM,Ran off road - right,Property Damage Only,
103995097,Cary,SR 1415,0.2,S,NC 54,SR 1011,2/5/2014,5:10 PM,Other non-collision,Property Damage Only,
103995093,Cary,SR 1619,0,,SR 1618,SR 3011,2/5/2014,1:41 PM,"Rear end, slow or stop",Property Damage Only,
103970091,Cary,SR 1652,0.006,S,SAS CAMPUS DR,BASS PRO LN,2/5/2014,8:04 AM,"Rear end, slow or stop",Property Damage Only,
103995940,Cary,WALDO ROOD BLVD,0.001,E,BRADYWCK DR,GRAYWICK DR,2/5/2014,9:41 AM,"Rear end, slow or stop",Property Damage Only,
103995096,Cary,NW CARY PKWY,0,W,SILVERBERRY CT,HEATHMOOR LN,2/5/2014,3:32 PM,"Rear end, slow or stop",Property Damage Only,
103995095,Cary,SR 3977,0.25,SE,US 1,PARKWAY OFFICE CT,2/5/2014,5:18 PM,"Rear end, slow or stop",Property Damage Only,
103995098,Cary,GEEN HOPE SCHOOL RD,0.1,W,COZY OAK AVE,SEARS FARM RD,2/5/2014,9:01 AM,Animal,Property Damage Only,
103995111,Cary,US 1,0.008,SW,WALNUT ST,CARY PKWY,2/6/2014,2:43 PM,"Rear end, slow or stop",Property Damage Only,
103995101,Cary,CORNERSTONE DR,0,,QUARRYSTONE CIR,DAVIS DR,2/6/2014,6:30 PM,"Sideswipe, same direction",Property Damage Only,
103995106,Cary,WALDO ROOD BLVD,0.002,E,BRADYWCK DR,GRAYWICK WAY,2/6/2014,6:35 AM,"Rear end, slow or stop",Property Damage Only,
103995099,Cary,MORRISVILLE PKWY,0.004,W,DAVIS DR,KINGSTON GROVE DR,2/6/2014,7:58 AM,Backing up,Property Damage Only,
103995100,Cary,SR 1011,0.095,E,OLD APEX RD,TRIMBLE AVE,2/6/2014,7:54 AM,"Sideswipe, opposite direction",Property Damage Only,
103995108,Cary,SR 1652,0,,BASS PRO,WESTON PARKWAY,2/6/2014,9:32 PM,"Left turn, different roadways",Property Damage Only,
103995118,Cary,US 1,0,,US 64,EDINBURGH SOUTH DR,2/7/2014,10:52 AM,"Rear end, slow or stop",C-Injury (Possible),
103995114,Cary,OKELLY CHAPEL RD,0.1,W,PARKSIDE MAIN ST,NC 55,2/7/2014,11:55 AM,Parked motor vehicle,Property Damage Only,
104005460,Cary,SR 1315,0.001,S,NOTTINGHAM DR,SR 1313,2/7/2014,1:47 PM,"Left turn, same roadway",Property Damage Only,
104008192,Cary,JONES FRANKLIN RD,0.009,NE,DILLARD DR,CROSSROADS BLVD,2/7/2014,3:44 PM,"Rear end, slow or stop",Property Damage Only,
104008193,Cary,S ACADEMY ST,0.076,NE,DRY AVE,E PARK ST,2/7/2014,10:04 AM,"Sideswipe, same direction",Property Damage Only,
104005887,Cary,DAVIS DR,0.002,W,DAVIS DR,END,2/7/2014,7:39 AM,"Rear end, slow or stop",Property Damage Only,
103995110,Cary,MAYNARD RD,0.038,E,NORTHWOODS DR,HARRISON AVE,2/7/2014,1:05 PM,"Left turn, same roadway",Property Damage Only,
103995122,Cary,CHAPEL HILL RD,0.076,SE,MAYNARD RD,MIDDLETON AVE,2/7/2014,9:35 PM,"Sideswipe, same direction",Property Damage Only,
103995115,Cary,NC 55,0.1,N,I 540,OKELLY CHAPEL RD,2/7/2014,7:29 AM,"Rear end, slow or stop",Property Damage Only,
103995107,Cary,SW MAYNARD RD,0,,OLD APEX RD,W CHATHAM ST,2/7/2014,12:45 PM,"Left turn, different roadways",Property Damage Only,
104008910,Cary,NW MAYNARD RD,0,,MANARD CROSSING CT,HIGH HOUSE RD,2/8/2014,5:18 PM,"Left turn, different roadways",C-Injury (Possible),
104008889,Cary,NC 55,0.5,N,OKELLY CHAPEL RD-1628,ALSTON VILLAGE LANE,2/8/2014,6:08 PM,"Rear end, slow or stop",Property Damage Only,
104008984,Cary,MORRISVILLE CARPENTER,0,,CARPENTER FIRESTATION,SAUNDERS GROVE LN,2/8/2014,12:06 PM,"Left turn, different roadways",Property Damage Only,
104010288,Cary,SR 1300,0,,CARY PARKWAY,SHANNON OAKS CIR,2/8/2014,1:38 PM,"Rear end, slow or stop",Property Damage Only,
104008945,Cary,E CHATHAM ST #1011,0.028,E,SE MAYNARD RD #1415,SOCCER PARK DR,2/8/2014,8:26 PM,"Rear end, slow or stop",Property Damage Only,
104008967,Cary,COCONUT MEWS,0.009,E,KEY WEST M,WATERINGBURY LN,2/8/2014,3:01 PM,Backing up,Property Damage Only,
104008986,Cary,CARY TOWNE BLVD,0.019,W,SE MAYNARD RD,CAROLYN CT,2/9/2014,2:32 AM,"Rear end, slow or stop",Property Damage Only,
104010300,Cary,WALDO RD,0.003,E,DAVIS DR,CHESTONE CT,2/9/2014,12:25 PM,"Rear end, slow or stop",Property Damage Only,
104009000,Cary,CLAY ST,0,,WALDO ST,E CIRCLE ST,2/9/2014,2:36 PM,Ran off road - straight,Property Damage Only,
104073172,Cary,BLOOMINGDALE DR,0.25,SE,RICHMOND CT,KINGSTON RIDGE DR,2/9/2014,10:15 PM,Ran off road - right,Property Damage Only,
104008950,Cary,BUCK JONES RD,0.5,,WALNUT ST,NOTTINGHAM DR,2/9/2014,11:35 AM,Angle,Property Damage Only,
104008900,Cary,S DIXON AVE,0,,W PARK ST,W CHATHAM ST,2/9/2014,9:28 AM,Angle,Property Damage Only,
104008985,Cary,1105 WALNUT ST,0,,1105 WALNUT ST,CARY TOWN BVD,2/9/2014,4:33 PM,Parked motor vehicle,Unknown,
104009079,Cary,REED STREET,0,,KYLE ST,PAT DR,2/9/2014,3:03 AM,Ran off road - right,Unknown,
104008899,Cary,US 1,0.095,N,SE CARY PKWY,SR 1313,2/10/2014,2:47 PM,Angle,Property Damage Only,
104008897,Cary,KILMAYNE RD,0.019,W,SR 1300,FOUNTAINBROOK CIR,2/10/2014,12:44 PM,Angle,Property Damage Only,
104008919,Cary,WALNUT ST SR#1313,0.057,SE,STURDIVANT DR,GREENWOOD CIR,2/10/2014,1:20 PM,"Rear end, slow or stop",Property Damage Only,
104008988,Cary,SR 1010,0,,MONITOR CT,LAWDRAKER RD,2/10/2014,3:19 PM,"Rear end, slow or stop",Property Damage Only,
104008906,Cary,SR 1152,0,,SR 1010,NETHERLANDS DR,2/10/2014,7:57 PM,"Left turn, same roadway",Property Damage Only,
104009126,Cary,JIMMY BURNS WAY,0,E,JIMMY BURNS WAY/END,WALNUT ST,2/11/2014,9:44 AM,Pedestrian,C-Injury (Possible),
103996194,Cary,SR 3977,0,,RAINBROOK DR,DARRINGTON DR,2/11/2014,3:30 PM,Ran off road - right,Property Damage Only,
104008946,Cary,HARRISON OAKS BLVD,0.004,W,HARRISON AVE,ENDEAVOR WAY,2/11/2014,12:02 PM,Backing up,Property Damage Only,
104009083,Cary,NC 55,0.07,S,MORRISVILLE CARPENTER,MORRISVILLE PKWY,2/11/2014,5:51 PM,"Rear end, slow or stop",Property Damage Only,
104010373,Cary,US 1,0.5,SW,WALNUT ST,SE CARY PKWY,2/11/2014,7:16 PM,"Sideswipe, same direction",Property Damage Only,
104008893,Cary,DAVIS DR,0.006,S,RIGGSBEE FARM DR,STONE COVE LN,2/11/2014,3:31 PM,"Rear end, slow or stop",Property Damage Only,
104008868,Cary,SR 1652,0.038,N,SAS CAMPUS DR,I 40,2/12/2014,7:13 AM,"Rear end, slow or stop",C-Injury (Possible),
103996198,Cary,SR 1415,0.009,E,5 ELLYNN DR,5 TANGLEWOOD DR,2/12/2014,3:57 PM,"Rear end, slow or stop",C-Injury (Possible),
103996179,Cary,NC 55,0.1,S,OKELLY CHAPEL RD,I 540,2/12/2014,1:30 PM,"Sideswipe, same direction",Property Damage Only,
104073175,Cary,SR 1747,0.02,N,COLLINGTON DR,SR 1313,2/12/2014,2:00 PM,"Rear end, slow or stop",Property Damage Only,
104008894,Cary,SR 1615,0.28,NW,MAURY ODELL PL,SR 3112,2/12/2014,4:06 PM,"Sideswipe, same direction",Property Damage Only,
103997424,Cary,KIT CREEK RD,0,,NC 55,BLACK GATE DR,2/12/2014,1:00 PM,"Left turn, same roadway",Property Damage Only,
103996189,Cary,YATES STORE RD,0,,ASHDOWN FOREST LN,BURRUS HALL CIR,2/12/2014,1:15 PM,Angle,Property Damage Only,
104008895,Cary,OKELLY CHAPEL RD,0,W,GREEN HOPE CHURCH RD,CLAYSTONE LN,2/12/2014,1:05 PM,Angle,Property Damage Only,
104008887,Cary,HIGH HOUSE RD,0,,CORNERSTONE DR,DAVIS DR,2/12/2014,9:07 PM,Ran off road - right,Property Damage Only,
104008892,Cary,CARPENTER FIRE STATION,0.04,N,WHIRLAWAY CT,DEAD END,2/12/2014,1:18 PM,Ran off road - right,Property Damage Only,
104008896,Cary,CASTALIA,0,,OTTER DR,MAYNARD DR,2/12/2014,1:00 PM,"Right turn, same roadway",Property Damage Only,
103996188,Cary,SR 3081,0.1,E,REEDY CREEK RD,MAYNARD RD,2/12/2014,1:20 PM,"Right turn, same roadway",Property Damage Only,
104009099,Cary,NOTTINGHAM DR,0.009,E,WOODCREEK DR,NOTTINGHAM DR,2/12/2014,1:40 PM,"Rear end, slow or stop",Property Damage Only,
104008890,Cary,OLD WEATHESGTONE WAY,0.1,N,CASTALIA DR,NW MAYNARD RD,2/12/2014,12:54 PM,"Rear end, slow or stop",Property Damage Only,
104010305,Cary,SR 1415,0,,SR 1300,W WILSHIRE DR,2/12/2014,12:27 PM,"Sideswipe, same direction",Property Damage Only,
103996200,Cary,CROSSROADS BLVD,0,,JONES FRANKLIN RD,,2/12/2014,1:30 PM,"Rear end, slow or stop",Property Damage Only,
103996185,Cary,SR 1300,0,,WAKE MEDICAL DR,,2/12/2014,12:47 PM,Angle,Property Damage Only,
103996183,Cary,SR 3977,0.066,SE,TARBERT DR,APPLECROSS DR,2/13/2014,1:28 PM,Ran off road - right,Property Damage Only,
104008867,Cary,US 1,0.35,S,US 64,TEN TEN RD,2/13/2014,10:36 AM,Fixed object,Property Damage Only,
104008885,Cary,US 1,0.1,S,WALNUT ST,US 1,2/14/2014,10:34 AM,"Rear end, slow or stop",C-Injury (Possible),
103996197,Cary,NC 54,0,,5 SUDBURY DR,SR 1652,2/14/2014,12:47 PM,Angle,C-Injury (Possible),
103977978,Cary,SR 1002,0.5,S,I 40,SR 3084,2/14/2014,1:07 AM,"Rear end, slow or stop",C-Injury (Possible),
103977981,Cary,SR 1002,0.5,S,I 40,SR 3084,2/14/2014,1:09 AM,Jackknife,C-Injury (Possible),
103996202,Cary,NC 55,0.1,S,SR 1615,PARKSCENE LN,2/14/2014,12:52 PM,"Rear end, slow or stop",C-Injury (Possible),
104008884,Cary,SR 1616,0,,BRENTWOOD DR,SR 1011,2/14/2014,6:41 PM,Fixed object,Property Damage Only,
104008898,Cary,KILDAIRE FARM RD,0,S,4 KILDAIRE FARM RD,5 COLONADES WAY,2/14/2014,4:05 PM,"Rear end, slow or stop",Property Damage Only,
103998755,Cary,NOTTINGHAM DR,0.057,E,WOODCREEK DR,BUCK JONES RD,2/14/2014,4:09 PM,"Rear end, slow or stop",Property Damage Only,
103996195,Cary,NC 55,0.019,N,GLENDON WAY,GREEN HOPE SCH RD,2/14/2014,5:06 PM,Ran off road - right,Property Damage Only,
103996190,Cary,SW CARY PKY,0.2,N,MCARTHUR DR,HEATHRIDGE LN,2/14/2014,1:00 AM,Angle,Property Damage Only,
103996180,Cary,GREEN HOPE SCHOOL RD,0.002,E,GREEN LEVEL CHURCH RD,HILLIARD FOREST DR,2/14/2014,5:34 PM,"Rear end, slow or stop",Property Damage Only,
103996177,Cary,OLD APEX RD,0.05,E,BERENTWOOD DR,SW MAYNARD RD,2/14/2014,7:30 PM,Other non-collision,Property Damage Only,
103996192,Cary,SR 1616,0,,BERENTWOOD DR,W CHATHAM ST,2/14/2014,7:39 PM,Fixed object,Property Damage Only,
103996193,Cary,OLD APEX RD,0,,BRENTWOOD DR,W CHATHAM ST,2/14/2014,7:05 PM,Fixed object,Property Damage Only,
104010724,Cary,SR 3977,0.002,W,APPLECROSS DR,SR 1521,2/15/2014,9:35 PM,Ran off road - right,B-Injury (Evident),
104011197,Cary,SR 1379,0.004,E,KINGSFORD DR,SR 1300,2/15/2014,11:00 AM,Pedestrian,C-Injury (Possible),
104010715,Cary,JONES FRANKLIN RD,0.038,SW,DILLARD DR,CROSSROADS BLVD,2/15/2014,12:18 PM,Angle,C-Injury (Possible),
104010711,Cary,1615 HIGH HOUSE RD,0.095,E,SOURWOOD FOREST LN,EAST BAYOAK DR,2/15/2014,9:30 PM,Ran off road - left,C-Injury (Possible),
104010732,Cary,US 1,0.033,S,US 64,US 1,2/15/2014,5:15 PM,"Sideswipe, same direction",Property Damage Only,
104010720,Cary,SR 1415 NE MAYNARD,0.019,S,NC 54 CHAPEL HILL RD,4 SR 1307 CHATHAM ST,2/15/2014,7:11 AM,Angle,Property Damage Only,
104010716,Cary,SR 1652,0.005,N,5 WESTON PARKWAY,5 BASS PRO LN,2/15/2014,2:16 PM,"Sideswipe, same direction",Property Damage Only,
104010721,Cary,NC 54,0.019,W,LIMEGROVE LN,GREGORY DR,2/15/2014,12:42 AM,Ran off road - left,Property Damage Only,
104010713,Cary,MERRIWOOD DR,0,,HOLLY HILL CT,KENSINGTON DR,2/15/2014,3:06 PM,Parked motor vehicle,Property Damage Only,
104010745,Cary,HIGH HOUSE RD #1006,0.15,SE,SW CARY PKWY #3977,MAURY O'DELL PL,2/15/2014,11:09 PM,Ran off road - left,Property Damage Only,
104010722,Cary,WALNUT ST 1313,0.047,N,DONALDSON DR,NOTTINGHAM DR,2/15/2014,4:06 PM,"Rear end, slow or stop",Property Damage Only,
104010703,Cary,BUCK JONES RD,0.1,NE,WALNUT ST,NOTTINGHAM DR,2/15/2014,5:12 PM,"Right turn, same roadway",Property Damage Only,
104011194,Cary,WALNUT ST,0,,US 1,PINEY PLAINS RD,2/15/2014,6:53 PM,"Left turn, same roadway",Property Damage Only,
104010710,Cary,CONVENTION DR,0,,SR 1497,PRINCIPAL LN,2/15/2014,5:17 PM,"Sideswipe, same direction",Property Damage Only,
104010718,Cary,REGENCY PKW,0.003,SW,REGENCEY FOREST DR,REGENCY PKWY,2/15/2014,10:49 AM,Backing up,Property Damage Only,
104012504,Cary,CROSSROADS BLVD,0.26,E,CAITBOO AVE,ROYAL BIRKDALE DR,2/15/2014,4:50 PM,"Sideswipe, same direction",Property Damage Only,
104010712,Cary,BUCK JONES RD 1315,0,W,NOTTINGHAM DR,WALNUT ST,2/15/2014,5:16 PM,Angle,Property Damage Only,
104013462,Cary,PENNY RD,0.15,W,KINGSFORD DR,SR 4067,2/16/2014,1:07 PM,"Left turn, different roadways",Property Damage Only,
104013471,Cary,SR 1313,0,,S WALKER ST,SR 1300,2/17/2014,4:30 PM,Angle,B-Injury (Evident),
104013466,Cary,NC 55,0,,WELLESLEY TRADE LN,HIGHFIELD AVE,2/17/2014,4:38 PM,"Left turn, different roadways",C-Injury (Possible),
104013458,Cary,NC 54,0.057,W,N HARRISON AVE,SUDBURY DR,2/17/2014,7:03 PM,Angle,Property Damage Only,
104013479,Cary,AIRGATE DR,0.076,W,PLEASEANT GROVE CHURCH,,2/17/2014,5:16 PM,"Left turn, same roadway",Property Damage Only,
104014159,Cary,HIGH MEADOW DR,0,,BISSETT DR,KILDAIRE FARM RD,2/18/2014,5:56 PM,"Rear end, slow or stop",C-Injury (Possible),
104014167,Cary,SR 3977,0,,SR 1521,KING GEORGE LOOP,2/18/2014,4:54 PM,"Left turn, same roadway",C-Injury (Possible),
104014161,Cary,US 64,0,,GREGSON DR,MACKENAN DR,2/18/2014,8:38 AM,Angle,C-Injury (Possible),
104014164,Cary,WALNUT ST RAMP TO US 1,0.027,SW,SR 1313,US 1,2/18/2014,3:00 PM,"Rear end, slow or stop",Property Damage Only,
104014154,Cary,CARPENTER UPCHURCH RD,0.002,N,HIGH HOUSE RD,CORNERSTONE DR,2/18/2014,1:45 PM,"Rear end, slow or stop",Property Damage Only,
104014162,Cary,US 64,0.004,W,GREGSON,EDINBURGH SOUTH DR,2/18/2014,9:44 AM,"Rear end, slow or stop",Property Damage Only,
104014157,Cary,JENKS CARPENTER RD,0,N,WALDO ROOD BVD,HIGH HOUSE RD,2/18/2014,9:14 PM,Angle,Property Damage Only,
104014158,Cary,SR 1313,0.03,SE,CARY COMMONS,HUBBARD LN,2/18/2014,6:45 PM,"Rear end, slow or stop",Property Damage Only,
104014155,Cary,JONES FRANKLIN RD,0.053,N,HOLLY SPRINGS RD,TRYON RD,2/18/2014,3:26 PM,"Left turn, different roadways",Property Damage Only,
104014170,Cary,US 1,0,N,CARY PKWY,WALNUT ST,2/18/2014,8:43 AM,"Rear end, slow or stop",Property Damage Only,
104014227,Cary,E CHATHAM ST,0,,LAKE ST,,2/19/2014,2:08 PM,Angle,C-Injury (Possible),
104014257,Cary,SR 3127,0,,HIGHCROFT DR,NC 55,2/19/2014,8:26 PM,"Right turn, different roadways",Property Damage Only,
104014235,Cary,US 1,25,S,SR 1313,SR 3977,2/19/2014,6:02 AM,Ran off road - left,Property Damage Only,
104014234,Cary,S ACADEMY ST,0.005,S,CHARLIE GADDY,DRY AV,2/19/2014,3:01 PM,"Rear end, slow or stop",Property Damage Only,
104014237,Cary,N HARRISON AVE,0.016,N,W CHATHAM ST,HILLSBORO ST,2/19/2014,7:02 AM,"Sideswipe, same direction",Property Damage Only,
104014244,Cary,KILDAIRE FARM RD,0.005,E,LOCH HIGHLANDS DR,PALACE GREEN,2/19/2014,1:06 PM,Backing up,Property Damage Only,
103996231,Cary,W CHATHAM ST,0,,OLD APEX RD,SWIFT COMMONS LOOP,2/19/2014,5:09 PM,"Rear end, slow or stop",Property Damage Only,
